Training on single GPU.
|======================================================================================================================|
|  Epoch  |  Iteration  |  Time Elapsed  |  Mini-batch  |  Validation  |  Mini-batch  |  Validation  |  Base Learning  |
|         |             |   (hh:mm:ss)   |   Accuracy   |   Accuracy   |     Loss     |     Loss     |      Rate       |
|======================================================================================================================|
|     263 |         263 |       00:02:40 |       98.04% |       96.22% |       0.0650 |       0.1355 |          0.0010 |
|     264 |         264 |       00:02:41 |       98.04% |       96.23% |       0.0649 |       0.1353 |          0.0010 |
|     265 |         265 |       00:02:41 |       98.04% |       96.25% |       0.0648 |       0.1353 |          0.0010 |
|     266 |         266 |       00:02:42 |       98.05% |       96.27% |       0.0647 |       0.1354 |          0.0010 |
|     267 |         267 |       00:02:42 |       98.05% |       96.27% |       0.0647 |       0.1354 |          0.0010 |
|     268 |         268 |       00:02:43 |       98.06% |       96.27% |       0.0646 |       0.1355 |          0.0010 |
|     269 |         269 |       00:02:43 |       98.06% |       96.26% |       0.0645 |       0.1354 |          0.0010 |
|     270 |         270 |       00:02:44 |       98.06% |       96.27% |       0.0644 |       0.1354 |          0.0010 |
|     271 |         271 |       00:02:45 |       98.06% |       96.26% |       0.0643 |       0.1354 |          0.0010 |
|     272 |         272 |       00:02:45 |       98.06% |       96.23% |       0.0642 |       0.1355 |          0.0010 |
|     273 |         273 |       00:02:46 |       98.06% |       96.22% |       0.0641 |       0.1356 |          0.0010 |
|     274 |         274 |       00:02:46 |       98.07% |       96.22% |       0.0640 |       0.1356 |          0.0010 |
|     275 |         275 |       00:02:47 |       98.07% |       96.23% |       0.0640 |       0.1355 |          0.0010 |
|     276 |         276 |       00:02:48 |       98.07% |       96.24% |       0.0639 |       0.1355 |          0.0010 |
|     277 |         277 |       00:02:48 |       98.08% |       96.25% |       0.0638 |       0.1355 |          0.0010 |
|     278 |         278 |       00:02:49 |       98.08% |       96.25% |       0.0637 |       0.1355 |          0.0010 |
|     279 |         279 |       00:02:49 |       98.09% |       96.25% |       0.0636 |       0.1356 |          0.0010 |
|     280 |         280 |       00:02:50 |       98.09% |       96.25% |       0.0635 |       0.1356 |          0.0010 |
|     281 |         281 |       00:02:51 |       98.09% |       96.25% |       0.0634 |       0.1357 |          0.0010 |
|     282 |         282 |       00:02:51 |       98.09% |       96.25% |       0.0633 |       0.1357 |          0.0010 |
|     283 |         283 |       00:02:52 |       98.10% |       96.25% |       0.0632 |       0.1357 |          0.0010 |
|     284 |         284 |       00:02:53 |       98.10% |       96.25% |       0.0632 |       0.1357 |          0.0010 |
|     285 |         285 |       00:02:53 |       98.11% |       96.27% |       0.0631 |       0.1355 |          0.0010 |
|     286 |         286 |       00:02:54 |       98.11% |       96.27% |       0.0630 |       0.1354 |          0.0010 |
|     287 |         287 |       00:02:54 |       98.11% |       96.27% |       0.0629 |       0.1353 |          0.0010 |
|     288 |         288 |       00:02:55 |       98.11% |       96.30% |       0.0628 |       0.1353 |          0.0010 |
|     289 |         289 |       00:02:55 |       98.11% |       96.30% |       0.0627 |       0.1353 |          0.0010 |
|     290 |         290 |       00:02:56 |       98.11% |       96.29% |       0.0627 |       0.1354 |          0.0010 |
|     291 |         291 |       00:02:57 |       98.11% |       96.32% |       0.0626 |       0.1354 |          0.0010 |
|     292 |         292 |       00:02:57 |       98.11% |       96.32% |       0.0625 |       0.1355 |          0.0010 |
|     293 |         293 |       00:02:58 |       98.12% |       96.32% |       0.0625 |       0.1355 |          0.0010 |
|     294 |         294 |       00:02:58 |       98.12% |       96.31% |       0.0624 |       0.1354 |          0.0010 |
|     295 |         295 |       00:02:59 |       98.12% |       96.31% |       0.0623 |       0.1353 |          0.0010 |
|     296 |         296 |       00:03:00 |       98.13% |       96.29% |       0.0622 |       0.1354 |          0.0010 |
|     297 |         297 |       00:03:00 |       98.13% |       96.28% |       0.0621 |       0.1355 |          0.0010 |
|     298 |         298 |       00:03:01 |       98.13% |       96.28% |       0.0620 |       0.1354 |          0.0010 |
|     299 |         299 |       00:03:01 |       98.14% |       96.27% |       0.0620 |       0.1355 |          0.0010 |
|     300 |         300 |       00:03:02 |       98.14% |       96.26% |       0.0619 |       0.1356 |          0.0010 |
|     301 |         301 |       00:03:03 |       98.14% |       96.26% |       0.0618 |       0.1356 |          0.0010 |
|     302 |         302 |       00:03:03 |       98.15% |       96.26% |       0.0617 |       0.1357 |          0.0010 |
|     303 |         303 |       00:03:04 |       98.15% |       96.28% |       0.0617 |       0.1358 |          0.0010 |
|     304 |         304 |       00:03:04 |       98.15% |       96.28% |       0.0616 |       0.1360 |          0.0010 |
|     305 |         305 |       00:03:05 |       98.15% |       96.27% |       0.0615 |       0.1361 |          0.0010 |
|     306 |         306 |       00:03:06 |       98.15% |       96.29% |       0.0615 |       0.1361 |          0.0010 |
|     307 |         307 |       00:03:06 |       98.16% |       96.29% |       0.0614 |       0.1361 |          0.0010 |
|     308 |         308 |       00:03:07 |       98.16% |       96.28% |       0.0614 |       0.1360 |          0.0010 |
|     309 |         309 |       00:03:07 |       98.16% |       96.29% |       0.0613 |       0.1360 |          0.0010 |
|     310 |         310 |       00:03:08 |       98.16% |       96.29% |       0.0612 |       0.1360 |          0.0010 |
|     311 |         311 |       00:03:09 |       98.16% |       96.29% |       0.0612 |       0.1360 |          0.0010 |
|     312 |         312 |       00:03:09 |       98.16% |       96.30% |       0.0611 |       0.1361 |          0.0010 |
|     313 |         313 |       00:03:10 |       98.17% |       96.30% |       0.0610 |       0.1361 |          0.0010 |
|     314 |         314 |       00:03:10 |       98.17% |       96.31% |       0.0610 |       0.1361 |          0.0010 |
|     315 |         315 |       00:03:11 |       98.17% |       96.32% |       0.0609 |       0.1360 |          0.0010 |
|     316 |         316 |       00:03:12 |       98.17% |       96.33% |       0.0608 |       0.1359 |          0.0010 |
|     317 |         317 |       00:03:12 |       98.18% |       96.32% |       0.0608 |       0.1358 |          0.0010 |
|     318 |         318 |       00:03:13 |       98.18% |       96.32% |       0.0608 |       0.1357 |          0.0010 |
|     319 |         319 |       00:03:13 |       98.18% |       96.32% |       0.0607 |       0.1357 |          0.0010 |
|     320 |         320 |       00:03:14 |       98.18% |       96.33% |       0.0606 |       0.1354 |          0.0010 |
|     321 |         321 |       00:03:15 |       98.18% |       96.34% |       0.0606 |       0.1353 |          0.0010 |
|     322 |         322 |       00:03:15 |       98.18% |       96.35% |       0.0605 |       0.1352 |          0.0010 |
|     323 |         323 |       00:03:16 |       98.19% |       96.35% |       0.0605 |       0.1352 |          0.0010 |
|     324 |         324 |       00:03:17 |       98.19% |       96.36% |       0.0604 |       0.1352 |          0.0010 |
|     325 |         325 |       00:03:17 |       98.19% |       96.37% |       0.0604 |       0.1353 |          0.0010 |
|     326 |         326 |       00:03:18 |       98.19% |       96.37% |       0.0603 |       0.1353 |          0.0010 |
|     327 |         327 |       00:03:18 |       98.19% |       96.37% |       0.0602 |       0.1353 |          0.0010 |
|     328 |         328 |       00:03:19 |       98.20% |       96.37% |       0.0601 |       0.1354 |          0.0010 |
|     329 |         329 |       00:03:20 |       98.20% |       96.37% |       0.0601 |       0.1354 |          0.0010 |
|     330 |         330 |       00:03:20 |       98.20% |       96.37% |       0.0600 |       0.1356 |          0.0010 |
|     331 |         331 |       00:03:21 |       98.20% |       96.36% |       0.0600 |       0.1357 |          0.0010 |
|     332 |         332 |       00:03:21 |       98.20% |       96.36% |       0.0599 |       0.1357 |          0.0010 |
|     333 |         333 |       00:03:22 |       98.21% |       96.35% |       0.0599 |       0.1357 |          0.0010 |
|     334 |         334 |       00:03:23 |       98.21% |       96.34% |       0.0598 |       0.1358 |          0.0010 |
|     335 |         335 |       00:03:23 |       98.21% |       96.35% |       0.0598 |       0.1358 |          0.0010 |
|     336 |         336 |       00:03:24 |       98.21% |       96.36% |       0.0597 |       0.1358 |          0.0010 |
|     337 |         337 |       00:03:24 |       98.21% |       96.35% |       0.0596 |       0.1358 |          0.0010 |
|     338 |         338 |       00:03:25 |       98.22% |       96.35% |       0.0596 |       0.1358 |          0.0010 |
|     339 |         339 |       00:03:26 |       98.22% |       96.33% |       0.0596 |       0.1358 |          0.0010 |
|     340 |         340 |       00:03:26 |       98.22% |       96.34% |       0.0595 |       0.1357 |          0.0010 |
|     341 |         341 |       00:03:27 |       98.22% |       96.36% |       0.0595 |       0.1356 |          0.0010 |
|     342 |         342 |       00:03:27 |       98.22% |       96.36% |       0.0594 |       0.1355 |          0.0010 |
|     343 |         343 |       00:03:28 |       98.22% |       96.36% |       0.0594 |       0.1355 |          0.0010 |
|     344 |         344 |       00:03:29 |       98.22% |       96.36% |       0.0593 |       0.1355 |          0.0010 |
|     345 |         345 |       00:03:29 |       98.22% |       96.37% |       0.0593 |       0.1354 |          0.0010 |
|     346 |         346 |       00:03:30 |       98.22% |       96.37% |       0.0592 |       0.1353 |          0.0010 |
|     347 |         347 |       00:03:30 |       98.23% |       96.36% |       0.0591 |       0.1352 |          0.0010 |
|     348 |         348 |       00:03:31 |       98.23% |       96.36% |       0.0591 |       0.1352 |          0.0010 |
|     349 |         349 |       00:03:31 |       98.23% |       96.37% |       0.0590 |       0.1352 |          0.0010 |
|     350 |         350 |       00:03:32 |       98.24% |       96.37% |       0.0590 |       0.1352 |          0.0010 |
|     351 |         351 |       00:03:33 |       98.24% |       96.37% |       0.0589 |       0.1352 |          0.0010 |
|     352 |         352 |       00:03:33 |       98.24% |       96.37% |       0.0589 |       0.1351 |          0.0010 |
|     353 |         353 |       00:03:34 |       98.24% |       96.36% |       0.0589 |       0.1351 |          0.0010 |
|     354 |         354 |       00:03:35 |       98.25% |       96.36% |       0.0588 |       0.1351 |          0.0010 |
|     355 |         355 |       00:03:35 |       98.25% |       96.37% |       0.0588 |       0.1352 |          0.0010 |
|     356 |         356 |       00:03:36 |       98.25% |       96.36% |       0.0587 |       0.1351 |          0.0010 |
|     357 |         357 |       00:03:36 |       98.25% |       96.37% |       0.0587 |       0.1350 |          0.0010 |
|     358 |         358 |       00:03:37 |       98.25% |       96.36% |       0.0586 |       0.1350 |          0.0010 |
|     359 |         359 |       00:03:38 |       98.25% |       96.36% |       0.0586 |       0.1350 |          0.0010 |
|     360 |         360 |       00:03:38 |       98.25% |       96.37% |       0.0585 |       0.1350 |          0.0010 |
|     361 |         361 |       00:03:39 |       98.25% |       96.37% |       0.0585 |       0.1350 |          0.0010 |
|     362 |         362 |       00:03:39 |       98.26% |       96.37% |       0.0584 |       0.1350 |          0.0010 |
|     363 |         363 |       00:03:40 |       98.26% |       96.36% |       0.0584 |       0.1351 |          0.0010 |
|     364 |         364 |       00:03:41 |       98.26% |       96.36% |       0.0583 |       0.1351 |          0.0010 |
|     365 |         365 |       00:03:41 |       98.26% |       96.36% |       0.0583 |       0.1351 |          0.0010 |
|     366 |         366 |       00:03:42 |       98.26% |       96.36% |       0.0582 |       0.1352 |          0.0010 |
|     367 |         367 |       00:03:42 |       98.26% |       96.36% |       0.0582 |       0.1352 |          0.0010 |
|     368 |         368 |       00:03:43 |       98.26% |       96.37% |       0.0582 |       0.1352 |          0.0010 |
|     369 |         369 |       00:03:43 |       98.26% |       96.38% |       0.0581 |       0.1351 |          0.0010 |
|     370 |         370 |       00:03:44 |       98.27% |       96.38% |       0.0581 |       0.1350 |          0.0010 |
|     371 |         371 |       00:03:45 |       98.27% |       96.38% |       0.0580 |       0.1351 |          0.0010 |
|     372 |         372 |       00:03:45 |       98.27% |       96.39% |       0.0580 |       0.1351 |          0.0010 |
|     373 |         373 |       00:03:46 |       98.27% |       96.37% |       0.0579 |       0.1350 |          0.0010 |
|     374 |         374 |       00:03:47 |       98.28% |       96.37% |       0.0579 |       0.1350 |          0.0010 |
|     375 |         375 |       00:03:47 |       98.28% |       96.37% |       0.0578 |       0.1350 |          0.0010 |
|     376 |         376 |       00:03:48 |       98.28% |       96.38% |       0.0578 |       0.1350 |          0.0010 |
|     377 |         377 |       00:03:48 |       98.29% |       96.39% |       0.0577 |       0.1350 |          0.0010 |
|     378 |         378 |       00:03:49 |       98.29% |       96.38% |       0.0577 |       0.1349 |          0.0010 |
|     379 |         379 |       00:03:49 |       98.29% |       96.39% |       0.0576 |       0.1349 |          0.0010 |
|     380 |         380 |       00:03:50 |       98.29% |       96.38% |       0.0576 |       0.1349 |          0.0010 |
|     381 |         381 |       00:03:51 |       98.29% |       96.39% |       0.0575 |       0.1348 |          0.0010 |
|     382 |         382 |       00:03:51 |       98.30% |       96.40% |       0.0575 |       0.1347 |          0.0010 |
|     383 |         383 |       00:03:52 |       98.30% |       96.39% |       0.0574 |       0.1346 |          0.0010 |
|     384 |         384 |       00:03:52 |       98.30% |       96.40% |       0.0574 |       0.1345 |          0.0010 |
|     385 |         385 |       00:03:53 |       98.30% |       96.39% |       0.0574 |       0.1344 |          0.0010 |
|     386 |         386 |       00:03:54 |       98.30% |       96.40% |       0.0573 |       0.1344 |          0.0010 |
|     387 |         387 |       00:03:54 |       98.30% |       96.40% |       0.0573 |       0.1345 |          0.0010 |
|     388 |         388 |       00:03:55 |       98.30% |       96.40% |       0.0573 |       0.1346 |          0.0010 |
|     389 |         389 |       00:03:55 |       98.30% |       96.42% |       0.0572 |       0.1346 |          0.0010 |
|     390 |         390 |       00:03:56 |       98.31% |       96.42% |       0.0572 |       0.1346 |          0.0010 |
|     391 |         391 |       00:03:57 |       98.31% |       96.41% |       0.0571 |       0.1346 |          0.0010 |
|     392 |         392 |       00:03:57 |       98.31% |       96.41% |       0.0571 |       0.1346 |          0.0010 |
|     393 |         393 |       00:03:58 |       98.31% |       96.43% |       0.0570 |       0.1346 |          0.0010 |
|     394 |         394 |       00:03:58 |       98.31% |       96.43% |       0.0570 |       0.1346 |          0.0010 |
|     395 |         395 |       00:03:59 |       98.31% |       96.43% |       0.0569 |       0.1345 |          0.0010 |
|     396 |         396 |       00:04:00 |       98.31% |       96.43% |       0.0569 |       0.1345 |          0.0010 |
|     397 |         397 |       00:04:00 |       98.31% |       96.43% |       0.0569 |       0.1345 |          0.0010 |
|     398 |         398 |       00:04:01 |       98.31% |       96.41% |       0.0568 |       0.1345 |          0.0010 |
|     399 |         399 |       00:04:01 |       98.31% |       96.42% |       0.0568 |       0.1345 |          0.0010 |
|     400 |         400 |       00:04:02 |       98.31% |       96.41% |       0.0567 |       0.1345 |          0.0010 |
|======================================================================================================================|
