Training on single GPU.
|======================================================================================================================|
|  Epoch  |  Iteration  |  Time Elapsed  |  Mini-batch  |  Validation  |  Mini-batch  |  Validation  |  Base Learning  |
|         |             |   (hh:mm:ss)   |   Accuracy   |   Accuracy   |     Loss     |     Loss     |      Rate       |
|======================================================================================================================|
|       1 |           1 |       00:00:02 |        9.72% |       22.75% |       2.7201 |       2.2080 |          0.0100 |
|       2 |           2 |       00:00:03 |       21.73% |       35.13% |       2.2146 |       2.1645 |          0.0100 |
|       3 |           3 |       00:00:03 |       35.06% |       30.16% |       2.1661 |       2.0651 |          0.0100 |
|       4 |           4 |       00:00:04 |       30.05% |       59.31% |       2.0662 |       1.9378 |          0.0100 |
|       5 |           5 |       00:00:04 |       57.92% |       63.68% |       1.9432 |       1.8063 |          0.0100 |
|       6 |           6 |       00:00:05 |       62.24% |       60.97% |       1.8151 |       1.6830 |          0.0100 |
|       7 |           7 |       00:00:06 |       59.77% |       64.14% |       1.6949 |       1.5673 |          0.0100 |
|       8 |           8 |       00:00:06 |       62.57% |       70.80% |       1.5817 |       1.4575 |          0.0100 |
|       9 |           9 |       00:00:07 |       68.99% |       75.05% |       1.4746 |       1.3531 |          0.0100 |
|      10 |          10 |       00:00:08 |       73.18% |       78.13% |       1.3718 |       1.2522 |          0.0100 |
|      11 |          11 |       00:00:08 |       76.15% |       81.02% |       1.2731 |       1.1551 |          0.0100 |
|      12 |          12 |       00:00:09 |       78.58% |       82.26% |       1.1785 |       1.0629 |          0.0100 |
|      13 |          13 |       00:00:09 |       80.13% |       83.07% |       1.0886 |       0.9776 |          0.0100 |
|      14 |          14 |       00:00:10 |       81.07% |       83.33% |       1.0040 |       0.8984 |          0.0100 |
|      15 |          15 |       00:00:10 |       81.78% |       83.97% |       0.9246 |       0.8272 |          0.0100 |
|      16 |          16 |       00:00:11 |       82.32% |       84.82% |       0.8550 |       0.7635 |          0.0100 |
|      17 |          17 |       00:00:12 |       83.30% |       86.17% |       0.7933 |       0.7068 |          0.0100 |
|      18 |          18 |       00:00:12 |       84.49% |       87.22% |       0.7368 |       0.6553 |          0.0100 |
|      19 |          19 |       00:00:13 |       85.45% |       87.90% |       0.6856 |       0.6105 |          0.0100 |
|      20 |          20 |       00:00:14 |       86.35% |       88.31% |       0.6405 |       0.5705 |          0.0100 |
|      21 |          21 |       00:00:14 |       86.90% |       88.68% |       0.5988 |       0.5318 |          0.0100 |
|      22 |          22 |       00:00:15 |       87.59% |       89.28% |       0.5613 |       0.4989 |          0.0100 |
|      23 |          23 |       00:00:15 |       87.99% |       89.58% |       0.5289 |       0.4706 |          0.0100 |
|      24 |          24 |       00:00:16 |       88.37% |       89.82% |       0.4993 |       0.4464 |          0.0100 |
|      25 |          25 |       00:00:16 |       88.65% |       90.13% |       0.4732 |       0.4255 |          0.0100 |
|      26 |          26 |       00:00:17 |       88.97% |       90.24% |       0.4514 |       0.4084 |          0.0100 |
|      27 |          27 |       00:00:18 |       89.32% |       90.33% |       0.4328 |       0.3928 |          0.0100 |
|      28 |          28 |       00:00:18 |       89.58% |       90.43% |       0.4159 |       0.3778 |          0.0100 |
|      29 |          29 |       00:00:19 |       89.74% |       90.71% |       0.4000 |       0.3626 |          0.0100 |
|      30 |          30 |       00:00:20 |       89.98% |       90.94% |       0.3852 |       0.3487 |          0.0100 |
|      31 |          31 |       00:00:20 |       90.37% |       91.12% |       0.3706 |       0.3376 |          0.0100 |
|      32 |          32 |       00:00:21 |       90.50% |       91.37% |       0.3591 |       0.3287 |          0.0100 |
|      33 |          33 |       00:00:21 |       90.62% |       91.26% |       0.3487 |       0.3199 |          0.0100 |
|      34 |          34 |       00:00:22 |       90.89% |       91.63% |       0.3385 |       0.3093 |          0.0100 |
|      35 |          35 |       00:00:22 |       91.08% |       91.76% |       0.3281 |       0.3047 |          0.0100 |
|      36 |          36 |       00:00:23 |       91.22% |       91.74% |       0.3206 |       0.2994 |          0.0100 |
|      37 |          37 |       00:00:24 |       91.37% |       92.03% |       0.3142 |       0.2930 |          0.0100 |
|      38 |          38 |       00:00:24 |       91.59% |       92.30% |       0.3069 |       0.2864 |          0.0100 |
|      39 |          39 |       00:00:25 |       91.73% |       92.42% |       0.2988 |       0.2792 |          0.0100 |
|      40 |          40 |       00:00:26 |       91.90% |       92.47% |       0.2921 |       0.2742 |          0.0100 |
|      41 |          41 |       00:00:26 |       92.01% |       92.51% |       0.2864 |       0.2701 |          0.0100 |
|      42 |          42 |       00:00:27 |       92.15% |       92.60% |       0.2813 |       0.2662 |          0.0100 |
|      43 |          43 |       00:00:27 |       92.25% |       92.74% |       0.2757 |       0.2638 |          0.0100 |
|      44 |          44 |       00:00:28 |       92.39% |       92.87% |       0.2707 |       0.2602 |          0.0100 |
|      45 |          45 |       00:00:28 |       92.48% |       92.97% |       0.2664 |       0.2551 |          0.0100 |
|      46 |          46 |       00:00:29 |       92.61% |       93.19% |       0.2618 |       0.2515 |          0.0100 |
|      47 |          47 |       00:00:30 |       92.66% |       93.20% |       0.2572 |       0.2496 |          0.0100 |
|      48 |          48 |       00:00:30 |       92.70% |       93.18% |       0.2533 |       0.2462 |          0.0100 |
|      49 |          49 |       00:00:31 |       92.88% |       93.37% |       0.2488 |       0.2427 |          0.0100 |
|      50 |          50 |       00:00:32 |       93.05% |       93.40% |       0.2440 |       0.2403 |          0.0100 |
|      51 |          51 |       00:00:32 |       93.07% |       93.27% |       0.2418 |       0.2380 |          0.0100 |
|      52 |          52 |       00:00:33 |       93.13% |       93.41% |       0.2386 |       0.2334 |          0.0100 |
|      53 |          53 |       00:00:33 |       93.31% |       93.54% |       0.2360 |       0.2312 |          0.0100 |
|      54 |          54 |       00:00:34 |       93.39% |       93.45% |       0.2331 |       0.2313 |          0.0100 |
|      55 |          55 |       00:00:34 |       93.39% |       93.59% |       0.2315 |       0.2288 |          0.0100 |
|      56 |          56 |       00:00:35 |       93.43% |       93.58% |       0.2283 |       0.2273 |          0.0100 |
|      57 |          57 |       00:00:36 |       93.63% |       93.59% |       0.2249 |       0.2272 |          0.0100 |
|      58 |          58 |       00:00:36 |       93.80% |       93.65% |       0.2209 |       0.2263 |          0.0100 |
|      59 |          59 |       00:00:37 |       93.86% |       93.73% |       0.2176 |       0.2217 |          0.0100 |
|      60 |          60 |       00:00:38 |       93.93% |       93.80% |       0.2146 |       0.2195 |          0.0100 |
|      61 |          61 |       00:00:38 |       93.99% |       93.88% |       0.2128 |       0.2174 |          0.0100 |
|      62 |          62 |       00:00:39 |       94.11% |       93.79% |       0.2095 |       0.2154 |          0.0100 |
|      63 |          63 |       00:00:39 |       94.17% |       93.92% |       0.2068 |       0.2159 |          0.0100 |
|      64 |          64 |       00:00:40 |       94.22% |       93.79% |       0.2057 |       0.2152 |          0.0100 |
|      65 |          65 |       00:00:40 |       94.25% |       94.09% |       0.2051 |       0.2122 |          0.0100 |
|      66 |          66 |       00:00:41 |       94.33% |       94.09% |       0.2011 |       0.2102 |          0.0100 |
|      67 |          67 |       00:00:42 |       94.32% |       94.18% |       0.1992 |       0.2086 |          0.0100 |
|      68 |          68 |       00:00:42 |       94.38% |       94.26% |       0.1979 |       0.2075 |          0.0100 |
|      69 |          69 |       00:00:43 |       94.42% |       94.27% |       0.1970 |       0.2074 |          0.0100 |
|      70 |          70 |       00:00:44 |       94.45% |       94.33% |       0.1962 |       0.2078 |          0.0100 |
|      71 |          71 |       00:00:44 |       94.48% |       94.22% |       0.1961 |       0.2057 |          0.0100 |
|      72 |          72 |       00:00:45 |       94.54% |       94.16% |       0.1922 |       0.2059 |          0.0100 |
|      73 |          73 |       00:00:45 |       94.57% |       94.29% |       0.1886 |       0.2035 |          0.0100 |
|      74 |          74 |       00:00:46 |       94.66% |       94.26% |       0.1861 |       0.2036 |          0.0100 |
|      75 |          75 |       00:00:46 |       94.66% |       94.27% |       0.1843 |       0.2017 |          0.0100 |
|      76 |          76 |       00:00:47 |       94.80% |       94.42% |       0.1823 |       0.1986 |          0.0100 |
|      77 |          77 |       00:00:48 |       94.72% |       94.28% |       0.1820 |       0.1998 |          0.0100 |
|      78 |          78 |       00:00:48 |       94.80% |       94.22% |       0.1816 |       0.1999 |          0.0100 |
|      79 |          79 |       00:00:49 |       94.81% |       94.39% |       0.1798 |       0.1979 |          0.0100 |
|      80 |          80 |       00:00:49 |       94.94% |       94.59% |       0.1767 |       0.1943 |          0.0100 |
|      81 |          81 |       00:00:50 |       95.03% |       94.53% |       0.1749 |       0.1952 |          0.0100 |
|      82 |          82 |       00:00:51 |       95.05% |       94.53% |       0.1734 |       0.1937 |          0.0100 |
|      83 |          83 |       00:00:51 |       95.01% |       94.63% |       0.1729 |       0.1940 |          0.0100 |
|      84 |          84 |       00:00:52 |       95.03% |       94.64% |       0.1729 |       0.1927 |          0.0100 |
|      85 |          85 |       00:00:52 |       95.05% |       94.43% |       0.1720 |       0.1931 |          0.0100 |
|      86 |          86 |       00:00:53 |       95.08% |       94.50% |       0.1711 |       0.1912 |          0.0100 |
|      87 |          87 |       00:00:54 |       95.21% |       94.64% |       0.1679 |       0.1901 |          0.0100 |
|      88 |          88 |       00:00:54 |       95.21% |       94.76% |       0.1666 |       0.1879 |          0.0100 |
|      89 |          89 |       00:00:55 |       95.20% |       94.78% |       0.1658 |       0.1868 |          0.0100 |
|      90 |          90 |       00:00:55 |       95.24% |       94.82% |       0.1648 |       0.1836 |          0.0100 |
|      91 |          91 |       00:00:56 |       95.27% |       94.88% |       0.1637 |       0.1834 |          0.0100 |
|      92 |          92 |       00:00:57 |       95.29% |       94.92% |       0.1625 |       0.1838 |          0.0100 |
|      93 |          93 |       00:00:57 |       95.40% |       94.83% |       0.1603 |       0.1867 |          0.0100 |
|      94 |          94 |       00:00:58 |       95.49% |       94.87% |       0.1578 |       0.1854 |          0.0100 |
|      95 |          95 |       00:00:58 |       95.48% |       94.73% |       0.1564 |       0.1864 |          0.0100 |
|      96 |          96 |       00:00:59 |       95.51% |       94.90% |       0.1557 |       0.1846 |          0.0100 |
|      97 |          97 |       00:01:00 |       95.50% |       94.95% |       0.1545 |       0.1834 |          0.0100 |
|      98 |          98 |       00:01:00 |       95.49% |       94.86% |       0.1546 |       0.1837 |          0.0100 |
|      99 |          99 |       00:01:01 |       95.49% |       94.82% |       0.1543 |       0.1828 |          0.0100 |
|     100 |         100 |       00:01:02 |       95.52% |       94.93% |       0.1541 |       0.1811 |          0.0100 |
|     101 |         101 |       00:01:02 |       95.57% |       95.00% |       0.1528 |       0.1794 |          0.0100 |
|     102 |         102 |       00:01:03 |       95.60% |       94.96% |       0.1515 |       0.1794 |          0.0100 |
|     103 |         103 |       00:01:03 |       95.69% |       94.92% |       0.1499 |       0.1797 |          0.0100 |
|     104 |         104 |       00:01:04 |       95.79% |       94.91% |       0.1476 |       0.1782 |          0.0100 |
|     105 |         105 |       00:01:04 |       95.87% |       94.92% |       0.1457 |       0.1777 |          0.0100 |
|     106 |         106 |       00:01:05 |       95.92% |       95.05% |       0.1439 |       0.1756 |          0.0100 |
|     107 |         107 |       00:01:06 |       95.94% |       95.10% |       0.1427 |       0.1758 |          0.0100 |
|     108 |         108 |       00:01:06 |       96.00% |       94.99% |       0.1418 |       0.1763 |          0.0100 |
|     109 |         109 |       00:01:07 |       95.96% |       95.00% |       0.1413 |       0.1771 |          0.0100 |
|     110 |         110 |       00:01:07 |       95.96% |       95.09% |       0.1409 |       0.1761 |          0.0100 |
|     111 |         111 |       00:01:08 |       95.98% |       95.03% |       0.1401 |       0.1775 |          0.0100 |
|     112 |         112 |       00:01:09 |       95.98% |       94.98% |       0.1402 |       0.1776 |          0.0100 |
|     113 |         113 |       00:01:09 |       95.99% |       94.95% |       0.1394 |       0.1766 |          0.0100 |
|     114 |         114 |       00:01:10 |       96.00% |       94.94% |       0.1389 |       0.1757 |          0.0100 |
|     115 |         115 |       00:01:10 |       96.08% |       94.90% |       0.1370 |       0.1768 |          0.0100 |
|     116 |         116 |       00:01:11 |       96.08% |       95.02% |       0.1353 |       0.1758 |          0.0100 |
|     117 |         117 |       00:01:12 |       96.13% |       95.00% |       0.1340 |       0.1750 |          0.0100 |
|     118 |         118 |       00:01:12 |       96.16% |       95.03% |       0.1336 |       0.1730 |          0.0100 |
|     119 |         119 |       00:01:13 |       96.13% |       95.06% |       0.1326 |       0.1718 |          0.0100 |
|     120 |         120 |       00:01:13 |       96.21% |       95.12% |       0.1317 |       0.1704 |          0.0100 |
|     121 |         121 |       00:01:14 |       96.27% |       95.17% |       0.1308 |       0.1693 |          0.0100 |
|     122 |         122 |       00:01:15 |       96.23% |       95.20% |       0.1302 |       0.1685 |          0.0100 |
