Training on single GPU.
|======================================================================================================================|
|  Epoch  |  Iteration  |  Time Elapsed  |  Mini-batch  |  Validation  |  Mini-batch  |  Validation  |  Base Learning  |
|         |             |   (hh:mm:ss)   |   Accuracy   |   Accuracy   |     Loss     |     Loss     |      Rate       |
|======================================================================================================================|
|     352 |         352 |       00:04:47 |       98.87% |       97.79% |       0.0497 |       0.0831 |          0.0001 |
|     353 |         353 |       00:04:48 |       98.87% |       97.79% |       0.0496 |       0.0830 |          0.0001 |
|     354 |         354 |       00:04:48 |       98.87% |       97.79% |       0.0496 |       0.0830 |          0.0001 |
|     355 |         355 |       00:04:49 |       98.87% |       97.79% |       0.0496 |       0.0830 |          0.0001 |
|     356 |         356 |       00:04:50 |       98.88% |       97.79% |       0.0495 |       0.0830 |          0.0001 |
|     357 |         357 |       00:04:51 |       98.88% |       97.79% |       0.0495 |       0.0830 |          0.0001 |
|     358 |         358 |       00:04:52 |       98.88% |       97.79% |       0.0495 |       0.0829 |          0.0001 |
|     359 |         359 |       00:04:52 |       98.88% |       97.79% |       0.0494 |       0.0829 |          0.0001 |
|     360 |         360 |       00:04:53 |       98.88% |       97.79% |       0.0494 |       0.0829 |          0.0001 |
|     361 |         361 |       00:04:54 |       98.88% |       97.79% |       0.0494 |       0.0829 |          0.0001 |
|     362 |         362 |       00:04:55 |       98.88% |       97.79% |       0.0493 |       0.0829 |          0.0001 |
|     363 |         363 |       00:04:56 |       98.88% |       97.79% |       0.0493 |       0.0829 |          0.0001 |
|     364 |         364 |       00:04:56 |       98.88% |       97.79% |       0.0493 |       0.0828 |          0.0001 |
|     365 |         365 |       00:04:57 |       98.88% |       97.79% |       0.0492 |       0.0828 |          0.0001 |
|     366 |         366 |       00:04:58 |       98.88% |       97.79% |       0.0492 |       0.0828 |          0.0001 |
|     367 |         367 |       00:04:59 |       98.88% |       97.79% |       0.0492 |       0.0828 |          0.0001 |
|     368 |         368 |       00:05:00 |       98.88% |       97.79% |       0.0491 |       0.0828 |          0.0001 |
|     369 |         369 |       00:05:01 |       98.89% |       97.79% |       0.0491 |       0.0828 |          0.0001 |
|     370 |         370 |       00:05:01 |       98.89% |       97.79% |       0.0491 |       0.0827 |          0.0001 |
|     371 |         371 |       00:05:02 |       98.89% |       97.79% |       0.0491 |       0.0827 |          0.0001 |
|     372 |         372 |       00:05:03 |       98.89% |       97.79% |       0.0490 |       0.0827 |          0.0001 |
|     373 |         373 |       00:05:04 |       98.89% |       97.79% |       0.0490 |       0.0827 |          0.0001 |
|     374 |         374 |       00:05:05 |       98.89% |       97.79% |       0.0490 |       0.0827 |          0.0001 |
|     375 |         375 |       00:05:05 |       98.89% |       97.79% |       0.0489 |       0.0826 |          0.0001 |
|     376 |         376 |       00:05:06 |       98.89% |       97.79% |       0.0489 |       0.0826 |          0.0001 |
|     377 |         377 |       00:05:07 |       98.89% |       97.79% |       0.0489 |       0.0826 |          0.0001 |
|     378 |         378 |       00:05:08 |       98.89% |       97.79% |       0.0488 |       0.0826 |          0.0001 |
|     379 |         379 |       00:05:09 |       98.89% |       97.79% |       0.0488 |       0.0826 |          0.0001 |
|     380 |         380 |       00:05:09 |       98.89% |       97.79% |       0.0488 |       0.0826 |          0.0001 |
|     381 |         381 |       00:05:10 |       98.89% |       97.79% |       0.0487 |       0.0825 |          0.0001 |
|     382 |         382 |       00:05:11 |       98.89% |       97.79% |       0.0487 |       0.0825 |          0.0001 |
|     383 |         383 |       00:05:12 |       98.89% |       97.79% |       0.0487 |       0.0825 |          0.0001 |
|     384 |         384 |       00:05:13 |       98.89% |       97.79% |       0.0486 |       0.0825 |          0.0001 |
|     385 |         385 |       00:05:13 |       98.90% |       97.80% |       0.0486 |       0.0825 |          0.0001 |
|     386 |         386 |       00:05:14 |       98.90% |       97.80% |       0.0486 |       0.0824 |          0.0001 |
|     387 |         387 |       00:05:15 |       98.90% |       97.81% |       0.0485 |       0.0824 |          0.0001 |
|     388 |         388 |       00:05:16 |       98.90% |       97.81% |       0.0485 |       0.0824 |          0.0001 |
|     389 |         389 |       00:05:17 |       98.90% |       97.81% |       0.0485 |       0.0824 |          0.0001 |
|     390 |         390 |       00:05:17 |       98.90% |       97.81% |       0.0484 |       0.0824 |          0.0001 |
|     391 |         391 |       00:05:18 |       98.90% |       97.81% |       0.0484 |       0.0824 |          0.0001 |
|     392 |         392 |       00:05:19 |       98.90% |       97.81% |       0.0484 |       0.0823 |          0.0001 |
|     393 |         393 |       00:05:20 |       98.90% |       97.81% |       0.0483 |       0.0823 |          0.0001 |
|     394 |         394 |       00:05:21 |       98.90% |       97.81% |       0.0483 |       0.0823 |          0.0001 |
|     395 |         395 |       00:05:21 |       98.91% |       97.81% |       0.0483 |       0.0823 |          0.0001 |
|     396 |         396 |       00:05:22 |       98.91% |       97.81% |       0.0482 |       0.0823 |          0.0001 |
|     397 |         397 |       00:05:23 |       98.91% |       97.81% |       0.0482 |       0.0822 |          0.0001 |
|     398 |         398 |       00:05:24 |       98.91% |       97.82% |       0.0482 |       0.0822 |          0.0001 |
|     399 |         399 |       00:05:25 |       98.91% |       97.82% |       0.0481 |       0.0822 |          0.0001 |
|     400 |         400 |       00:05:25 |       98.91% |       97.82% |       0.0481 |       0.0822 |          0.0001 |
|======================================================================================================================|
